number;valid_to;call_sign;category;transmitter_power;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number;lat;lng
41/K/B/2015;2020-07-28;HF0WFF;Kategoria1;500;Spó³dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;"";Spó³dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;"";PRZASNYSZ;ul. Sosnowa;12;"";;
47/K/B/2015;2025-09-20;SP5ILOT;Kategoria1;500;Instytut Lotnictwa;Warszawa;Al. Krakowska;110;114;Instytut Lotnictwa;Warszawa;Al. Krakowska;110;114;Warszawa;al. Krakowska;110/114;"";52.1778374065;20.9462443393
48/K/B/2015;2025-09-20;SP5JM;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Warszawa;ul. Mi³a;22;"";;
49/K/B/2015;2025-09-14;3Z5PW;Kategoria1;500;Politechnika Warszawska;Warszawa;Pl. Politechniki;1;"";Politechnika Warszawska;Warszawa;Pl. Politechniki;1;"";Warszawa;ul. Nowowiejska;15/19;542;52.2190937417;21.0118488573
50/K/B/2015;2025-09-20;SP5WWL;Kategoria1;500;Stowarzyszenie Krótkofalowców Ziemi Wo³omiñskiej;Wo³omin;ul. Wileñska;51A;"";Stowarzyszenie Krótkofalowców Ziemi Wo³omiñskiej;Wo³omin;ul. Wileñska;51A;"";Wo³omin;ul. Wileñska;51A;"";;
1/K/B/2016;2021-01-11;SP5ZIM;Kategoria1;500;Spó³dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;"";Spó³dzielnia Mieszkaniowa w Przasnyszu;PRZASNYSZ;ul. Orlika;27;"";PRZASNYSZ;ul. Orlika;27;"";53.0235735215;20.8657025606
11/K/B/2016;2021-01-14;SP0OPOR;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;52°13.09'N    21°59.20'E;"";"";"";;
12/K/B/2016;2021-01-14;SP5PNO;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;52°6.09'N    21°15.79'E;"";"";"";;
13/K/B/2016;2021-01-18;SP5PJX;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;52°13.10'N    20°59.21'E;"";"";"";;
14/K/B/2016;2021-01-18;SP5PWK;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Warszawa;52°13.08'N    20°59.18'E;"";"";;
17/K/B/2016;2021-03-23;SP5KOG;Kategoria1;500;Centrum Kultury w B³oniu;B£ONIE;ul. Jana Paw³a II;1B;"";Centrum Kultury w B³oniu;B£ONIE;ul. Jana Paw³a II;1B;"";B£ONIE;ul. Jana Paw³a II;1B;"";49.9538075135;20.9051973051
28/K/B/2016;2021-03-24;SP5KUT;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Liga Obrony Kraju;Warszawa;Chocimska;14;"";P³ock;ul. Norbertañska;6;"";;
29/K/B/2016;2026-05-04;3Z5HW;Kategoria1;500;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Fundacja OPOR;Warszawa;Maurycego Mochnackiego;4;77;Warszawa;ul. Górczewska;15a;"";;
35/K/B/2016;2026-06-16;SP5PBE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Warszawa;ul. Kluczowa;6;18;52.2720366494;20.9222230987
37/K/B/2016;2026-06-16;SN5W;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Otwock;ul. Jana Brzechwy;5;"";;
36/K/B/2016;2026-06-17;SP73VOT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Warszawa;ul. Biernacka;31;"";52.161592191;21.2200917062
58/K/B/2016;2026-08-10;SP5PPZ;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawa;ul. Samolotowa;3;48;;
63/K/B/2016;2027-04-01;SP5ZHH;Kategoria1;500;Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego;Warszawa;Piaskowa;4;"";Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego;Warszawa;Piaskowa;4;"";Warszawa;ul. Przasnyska;18A;"";52.2645479315;20.9644214384
62/K/B/2016;2026-10-02;SP5KVW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Ostro³êka;ul. Króla Jana Kazimierza;1;"";53.0678478251;21.5807607146
66/K/B/2016;2026-10-19;SP5KMB;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Liga Obrony Kraju;Warszawa;Chocimska;14;"";Pruszków;ul. Ksiêcia Józefa;1;"";;
67/K/B/2016;2026-10-27;SO5ZGO;Kategoria1;500;Siedlecka Spó³dzielnia Mieszkaniowa;Siedlce;ul. 3 Maja;28;"";Siedlecka Spó³dzielnia Mieszkaniowa;Siedlce;ul. 3 Maja;28;"";Siedlce;ul. Boles³awa Chrobrego;7;70;;
68/K/B/2016;2026-11-28;SP5KRD;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Liga Obrony Kraju;Warszawa;Chocimska;14;"";CIECHANÓW;ul. Rzeczkowska;4;"";52.8738536299;20.5840164597
1/K/B/2017;2027-01-31;SP5ZIP;Kategoria1;500;Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego;Warszawa;Piaskowa;4;"";Harcerski Klub £¹cznoœci SP5ZIP;Warszawa;Kasprowicza;107;"";Warszawa;Kasprowicza;107;"";52.2843705868;20.9425857912
3/K/B/2017;2027-03-05;SP5PWA;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawa;ul. ¯wirki  i Wigury;10;89;;
9/K/B/2017;2027-02-27;SP5PSL;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;ZEGRZE;ul. Juzistek;2 bl.4;328a;;
8/K/B/2017;2027-03-19;SP5PPA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Warszawa;ul. Marymoncka;137/139;48;52.2939702827;20.9454484362
17/K/B/2017;2027-03-08;SP5PMT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub Krótkofalowców SP5PMT;Warszawa;ul. Kordeckiego;66;U1;Warszawa;ul. Toruñska;70A;58;52.2956355852;21.0234409761
18/K/B/2017;2027-03-08;SP5PPK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Praski Oddzia³ Terenowy PZK;Warszawa;Kordeckiego;66;U1;Warszawa;ul. Kordeckiego;66;U1;;
16/K/B/2017;2027-03-08;SP5ZSK;Kategoria1;500;Zespó³ Szkó³ Nr 36 im.Marcina Kasprzaka;Warszawa;ul. Kasprzaka;19/21;"";Zespó³ Szkó³ Nr 36 im.Marcina Kasprzaka;Warszawa;ul. Kasprzaka;19/21;"";Warszawa;ul. Kasprzaka;19/21;"";;
DZC.WML.5101.432.2018.2;2028-02-14;SP8POC;Kategoria1;500;Pluton £¹cznoœci Kierowania OC;Lublin;ul. Lubomelska;1-3;1124;"";"";"";"";"";Lublin;Lubomelska;1-3;1121;51.2504002104;22.5523296835
DZC.WML.5101.1524.2018.2;2028-05-23;SP3KYY;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Koœcian;Plac Wolnoœci;21;"";;
DZC.WML.5101.1529.2018.3;2028-05-24;SP8ZTG;Kategoria1;500;Chor¹giew Podkarpacka ZHP;Tarnobrzeg;11 Listopada;8;"";"";"";"";"";"";Tarnobrzeg;11 Listopada;8;"";50.569309548;21.6889758668
DC.WML.5101.986.2019.2;2020-03-19;SN0MD;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Dêbno;ul. Daszyñskiego;20;"";53.2349108322;17.3840351417
DC.WML.5101.987.2019.2;2020-03-19;HF1AMS;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Szczecin;ul. Rubinowa;5;28;;
DC.WML.5101.1048.2019.2;2020-03-26;HF13LOS;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;"";"";"";"";"";Jaworzno;"";"";"";50.239530444;19.2584339883
DZC.WML.5101.434.2018.2;2028-03-26;SP6PNZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;"";"";"";"";"";Nysa;Obroñców Tobruku;5;"";;
DC.WML.5101.1082.2019.2;2029-03-27;SP8PJL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Janów Lubelski;ul. Bialska;17;"";51.3606991995;21.5019406463
156/K/F/2012;2022-06-21;SP9KRG;Kategoria1;150;Ochotniczy Sztab Ratownictwa i £¹cznoœci;Czêstochowa;Nowowiejskiego;2;7;Ochotniczy Sztab Ratownictwa i £¹cznoœci;Czêstochowa;Nowowiejskiego;2;7;Czêstochowa;Nowowiejskiego;20;"";;
5/K/F/2012;2022-12-03;SP9KAG;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci LOK SP9KAG;Gliwice;Korfantego;6;"";Gliwice;Korfantego;6;"";50.2928172201;18.6565543696
DZC.WML.5101.2603.2017.2;2027-12-20;SP3PLD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Œwiebodzin;Pi³sudskiego;39/41;"";;
178/K/F/2015;2025-04-09;SP9ZEW;Kategoria1;150;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";Zawiercie;Sienkiewicza;1;"";;
182/K/F/2015;2025-06-18;SP9YST;Kategoria1;150;Ochotnicza Stra¿ Po¿arna w Orzechu Gmina Œwierklaniec;Orzech;ul. Wieczorków;34;"";Kole¿eñski Klub Krótkofalowców przy OSP Orzech SP9YST;Orzech;Wieczorków;34;"";Orzech;Wieczorków;34;"";50.4272575149;18.9266654237
183/K/F/2015;2025-07-23;SP9JKK;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci LOK Jurajski Klub Krótkofalowców SP9JKK;Myszków;Miedziana;3;"";Myszków;Miedziana;3;"";50.5799288691;19.3275643921
188/K/F/2015;2025-10-08;SP0BASR;Kategoria1;500;Centrum Integracji i Rozwoju Regionalnego;MiedŸna;ul. Przemys³owa;6;412;Centrum Integracji i Rozwoju Regionalnego;MiedŸna;ul. Przemys³owa;6;412;Wola;Przemys³owa;6;412;;
189/K/F/2015;2025-10-08;3Z9SRG;Kategoria1;500;"Stowarzyszenie ""Razem G³oœniej""";D¹browa Górnicza;Wojska Polskiego;31;"";"Stowarzyszenie ""Razem G³oœniej""";D¹browa Górnicza;Wojska Polskiego;31;"";D¹browa Górnicza;Wojska Polskiego;31;"";;
214/K/F/2016;2026-06-02;SP0ASRS;Kategoria1;500;Galicyjskie Stowarzyszenie SALUTARE;¯ywiec;ks. pra³. St. S³onki;24;"";Galicyjskie Stowarzyszenie SALUTARE;¯ywiec;ks. pra³. St. S³onki;24;"";¯ywiec;ks. pra³. St. S³onki;24;"";49.6783048169;19.1928998285
216/K/F/2016;2026-06-05;SP9ZAK;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";Lubliniec;Pusta KuŸnica;23;"";;
113/K/F/2016;2026-08-28;SP9PKS;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;SP9PKS Klub Polskiego Zwi¹zku Krótkofalowców;Mikolów;¯wirki i Wigury;4a;"";Miko³ów;¯wirki i Wigury;4a;"";50.1697949036;18.8988327247
142/K/F/2016;2026-10-25;SP9PRR;Kategoria1;500;Ochotnicza Stra¿ Po¿arna w Siedliskach;Siedliska;Leœna;1;"";Ochotnicza Stra¿ Po¿arna w Siedliskach;Siedliska;Leœna;1;"";KuŸnia Raciborska;Jagodowa;15;"";50.1951324743;18.3022386699
79/K/F/2016;2026-10-20;SP9PZU;Kategoria1;500;"Górnicza Spó³dzielnia Mieszkaniowa ""NASZ DOM""";Ruda Œl¹ska;K³odnicka;97;"";"Górnicza Spó³dzielnia Mieszkaniowa ""NASZ DOM""";Ruda Œl¹ska;K³odnicka;97;"";Ruda Œl¹ska;K³odnicka;99;408;;
39/K/F/2016;2026-12-06;SP9PNB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub Krótkofalowców Œl¹skiego Oddzia³u Terenowego PZK;Siemianowice Œl¹skie;Niepodleg³oœci;51;"";Siemianowice Œl¹skie;Niepodleg³oœci;51;"";;
232/K/F/2016;2026-11-24;SP0CSR;Kategoria1;500;Muzeum 4 Pu³ku Strzelców Podhalañskich;Cieszyn;ul. Frysztacka;2;"";Muzeum 4 Pu³ku Strzelców Podhalañskich;Cieszyn;ul. Frysztacka;2;"";Cieszyn;Ma³a £¹ka;dz. 27-21;"";49.87289847;21.590476521
233/K/F/2016;2026-11-24;SP9SCI;Kategoria1;500;Muzeum 4 Pu³ku Strzelców Podhalañskich;Cieszyn;ul. Frysztacka;2;"";Muzeum 4 Pu³ku Strzelców Podhalañskich;Cieszyn;ul. Frysztacka;2;"";Cieszyn;Ma³a £¹ka;dz. 27-21;"";49.87289847;21.590476521
236/K/F/2016;2026-12-13;SQ9TZN;Kategoria1;500;Miasto Czêstochowa;Czêstochowa;Œl¹ska;11/13;"";Miasto Czêstochowa;Czêstochowa;Œl¹ska;11/13;"";Czêstochowa;Jasnogórska;84/90;"";;
123/K/F/2016;2026-12-26;SP9PSB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;¯ywiecki Klub Krótkofalowców;¯ywiec;Moszczanicka;9;117;¯ywiec;Moszczanicka;9;117;49.7089073165;19.2327782668
23/K/F/2016;2026-12-26;SP9PPP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Szkolny Sportowy Klub Krótkofalowców PZK przy Technikum Nr 4 im. Marii Sk³odowskiej-Curie;Bytom;Katowicka;39;2;Bytom;Katowicka;35;15;;
112/K/F/2017;2027-01-12;SP9YRU;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub Krótkofalarski PZK RELAKS;Rudniki;S³oneczna;11;"";Rudniki;S³oneczna;11;"";;
237/K/F/2017;2027-02-23;SP9ZHP;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";Chorzów;Aleja Harcerska;3;"";50.2911630839;18.9760069027
183/K/I/2013;2023-03-29;SP9YCW;Kategoria1;500;Klub Sympatyków Telegrafii;Kraków;Na Koz³ówce;5;20;Klub Sympatyków Telegrafii;Kraków;Na Koz³ówce;5;20;Kraków;ul. Na Koz³ówce;5;20;;
184/K/I/2013;2023-04-26;SP9KGP;Kategoria1;150;"Klub Turystyczno-Radiowo-Astronomiczny ""Ryjek""";Kraków;ul. Bronowicka;52;10;"Klub Turystyczno-Radiowo-Astronomiczny ""Ryjek""";Kraków;ul. Bronowicka;52;10;Pcim;os. Kud³acze (Schronisko PTTK);"";"";;
193/K/I/2015;2025-05-16;SP9PPL;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Kraków;ul. Teligi;17;20;50.028622114;19.8573023696
DZC.NET.5101.25.2017.0;2024-06-20;SP9MOA;Kategoria1;150;Niepo³omicki Klub Krótkofalowców przy M³odzie¿owym Obserwatorium Astronomicznym;Niepo³omice;Miko³aja Kopernika;2;"";Niepo³omicki Klub Krótkofalowców przy M³odzie¿owym Obserwatorium Astronomicznym;Niepo³omice;Miko³aja Kopernika;2;"";Niepo³omice;ul. Kopernika;2;"";;
191/K/I/2015;2025-03-11;SP9KPK;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Krakowsko Podhalañska Grupa Krótkofalowców D-STAR;Gliczarów Górny;"";111A;"";Gliczarów Górny;"";111A;"";49.3646688677;20.0411308824
194/K/I/2015;2025-05-16;SP9PKG;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Kraków;ul. Teligi;17;20;;
198/K/I/2015;2025-10-07;SP9KMQ;Kategoria1;500;Centrum Integracji i Rozwoju Regionalnego;MiedŸna;ul. Przemys³owa;6;412;Centrum Integracji i Rozwoju Regionalnego;MiedŸna;ul. Przemys³owa;6;412;Osiek;ul. Modrzewiowa;12;"";;
201/K/I/2015;2025-12-21;SP9HACK;Kategoria1;500;FUNDACJA HACKERSPACE KRAKÓW;Kraków;ul. Radziwi³³owska;20;2;FUNDACJA HACKERSPACE KRAKÓW;Kraków;ul. Radziwi³³owska;20;2;Kraków;ul. Radziwi³³owska;20;2;50.028622114;19.8573023696
202/K/I/2016;2026-02-26;SP9PBB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Bocheñski Klub Krókofalowców PZK ""CQMBO""";Bochnia;ul. Kurów;57;"";Bochnia;ul. Kurów;57;"";;
203/K/I/2016;2026-03-04;SP9PYL;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Ogólnopolski Klub Kobiet Krótkofalowców;Kraków;ul. Basztowa;15;17;Kraków;ul. Basztowa;15;17;50.028622114;19.8573023696
204/K/I/2016;2026-03-14;SP9KTK;Kategoria1;500;Samorz¹dowy Oœrodek Kultury w Alwerni;Alwernia;ul. Rynek;3;"";Samorz¹dowy Oœrodek Kultury w Alwerni;Alwernia;ul. Rynek;3;"";Alwernia;Rynek;3;"";;
205/K/I/2016;2026-03-18;SP9KGG;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Radioklub Ligi Obrony Kraju SP9KGG;Zakopane;ul. Orkana;2;"";Zakopane;ul. Orkana;2;"";49.314530587;19.9575279305
206/K/I/2016;2026-03-18;SP9PTG;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;"Towarzystwo Gimnastyczne ""Sokó³"" Klub Krótkofalowców SP9PTG";Zakopane;ul. Orkana;2;"";Zakopane;ul. Orkana;2;"";;
207/K/I/2016;2026-06-10;SN9CLAN;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Niepora¿;ul. S¹siedzka;1;"";;
209/K/I/2016;2026-08-02;SP9OTH;Kategoria1;300;"Stowarzyszenie Obrona Terytorialna ""Halniak"" Myœlenice";Myœlenice;Kazimierza Wielkiego;231;"";"Stowarzyszenie Obrona Terytorialna ""Halniak"" Myœlenice";Myœlenice;Kazimierza Wielkiego;231;"";Myœlenice;ul. Kazimierza Wielkiego;231;"";49.8364858565;19.9234243383
210/K/I/2016;2026-08-10;SP9PZF;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Tarnowski Klub Przemiennikowy PZK ""Elektronik""";Tarnów;ul. Nowy Œwiat;57;"";Tarnów;ul. Nowy Œwiat;57;"";;
211/K/I/2016;2026-09-12;SP9PEE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Gorlicki Klub Krótkofalowców PZK;Gorlice;ul. Michalusa;4;"";Strzeszyn;"";427;"";;
213/K/I/2016;2026-12-01;SP9PGB;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;Klub £¹cznoœci Babiogórskiej Grupy Krótkofalowców;Maków Podhalañski;ul. Koœciuszki;5;"";Maków Podhalañski;ul. Koœciuszki;5;"";52.3423619338;21.7404737998
214/K/I/2017;2027-01-11;SP9PTA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Oddzia³ Terenowy PZK w Tarnowie;Koszyce Wielkie;ul. Edwarda Stachury;60;"";Koszyce Wielkie;ul. Edwarda Stachury;60;"";;
216/K/I/2017;2027-03-01;SP9KWP;Kategoria1;500;Mundurowy Klub Krótkofalarski IRYDA;Kraków;ul. Telimeny;9;"";Mundurowy Klub Krótkofalarski IRYDA;Kraków;ul. Telimeny;9;"";Kraków;ul. Telimeny;9;"";;
DZC.WML.5101.274.2017.2;2027-03-08;SP5PMU;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;"";"";"";"";"";Grodzisk Mazowiecki;Sienkiewicza;27;41;52.1030113501;20.6278687218
DZC.WML.5101.285.2017.2;2027-03-09;SP5ZHJ;Kategoria1;500;Chor¹giew Sto³eczna Zwi¹zku Harcerstwa Polskiego;Warszawa;Piaskowa;4;"";"";"";"";"";"";Warszawa;Braci Za³uskich;1;"";;
DZC.WML.5101.299.2017.2;2027-03-12;SP3KWZ;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Pleszew;Poniatowskiego;7;"";51.8888117044;17.7762925858
DZC.WML.5101.304.2017.2;2027-03-12;SP6PZG;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Œwidnica;D³uga;33;25;;
DZC.WML.5101.322.2017.2;2027-03-14;SP9KRJ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Limanowa;Bronis³awa Czecha;4;"";49.7076339819;20.4177984506
DZC.WML.5101.29.2018.2;2028-01-05;SP2PBY;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;Boya ¯eleñskiego;32;E2;;
DZC.WML.5101.266.2017.3;2027-03-21;SP9KLF;Kategoria1;500;"Stowarzyszenie Mi³oœników Ziemi Trzebiñskiej ""COR"" w Trzebini";Trzebinia;Grunwaldzka;1;"";"";"";"";"";"";Trzebinia;Grunwaldzka;1;"";;
DZC.WML.5101.399.2017.2;2027-03-21;SP1KNM;Kategoria1;500;Œrodkowopomorski Oddzia³ Polskiego Zwi¹zku Krótkofalowców w Koszalinie;Koszalin;Œniadeckich;1A;16;"";"";"";"";"";Dar³owo;Sowiñskiego;12;"";54.4143268013;16.4059706889
DZC.WML.5101.402.2017.2;2027-03-22;SP1KJK;Kategoria1;500;"Stowarzyszenie ""Pasjonaci Radia""";Charzyno;Wojska Polskiego;17A;"";"";"";"";"";"";Charzyno;Wojska Polskiego;17A;"";;
DZC.WML.5101.318.2017.2;2027-04-01;SP1PNW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Dêbno;Daszyñskiego;20;"";52.7411247752;14.6978415285
DZC.WML.5101.440.2017.2;2027-04-01;SP9KAJ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Czêstochowa;ks. bp. Teodora Kubiny;54;"";;
DZC.WML.5101.374.2017.2;2027-04-11;SP1KZE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Chojna;Jagielloñska;2;"";52.9603689004;14.4405449691
DZC.WML.5101.472.2017.2;2027-04-19;SP5PRW;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;"";"";"";"";"";Grodziask Mazowiecki;Su³kowskiego;21;"";;
DZC.WML.5101.518.2017.2;2027-04-04;SP3PJE;Kategoria1;500;Stowarzyszenie Dobry Start;Zielona Góra;Drzonków - S³oneczma;7;"";"";"";"";"";"";Zielona Góra;Drzonków - Szkolna;2;"";;
DZC.WML.5101.563.2017.2;2027-04-17;SP5PRF;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Stara Wieœ;Grodziska;154A;"";;
